level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	3	0	0	0	0	0	0	2480	3509	-1	
2	3	1	0	0	0	84	67	826	74	-1	
3	3	1	1	0	0	84	67	826	74	-1	
4	3	1	1	1	0	84	67	826	74	-1	
5	3	1	1	1	1	84	68	290	60	92.683540	AZNAR
5	3	1	1	1	2	403	67	331	74	91.310043	INNOVA,
5	3	1	1	1	3	766	67	144	62	85.773216	S.L.
2	3	2	0	0	0	83	164	536	96	-1	
3	3	2	1	0	0	83	164	536	96	-1	
4	3	2	1	1	0	83	164	536	33	-1	
5	3	2	1	1	1	83	165	107	27	92.212456	AVDA.
5	3	2	1	1	2	206	164	167	30	92.015274	ENRIQUE
5	3	2	1	1	3	386	164	158	33	91.200699	GIMENO,
5	3	2	1	1	4	562	165	57	28	96.757820	108
4	3	2	1	2	0	87	231	371	29	-1	
5	3	2	1	2	1	87	232	99	28	88.060661	12006
5	3	2	1	2	2	239	231	219	29	88.060661	CASTELLON
2	3	3	0	0	0	64	917	9	1833	-1	
3	3	3	1	0	0	64	917	9	1833	-1	
4	3	3	1	1	0	64	917	9	1833	-1	
5	3	3	1	1	1	64	917	9	1833	95.000000	 
2	3	4	0	0	0	1259	474	1137	6	-1	
3	3	4	1	0	0	1259	474	1137	6	-1	
4	3	4	1	1	0	1259	474	1137	6	-1	
5	3	4	1	1	1	1259	474	1137	6	95.000000	 
2	3	5	0	0	0	1259	537	1137	5	-1	
3	3	5	1	0	0	1259	537	1137	5	-1	
4	3	5	1	1	0	1259	537	1137	5	-1	
5	3	5	1	1	1	1259	537	1137	5	95.000000	 
2	3	6	0	0	0	84	674	1083	5	-1	
3	3	6	1	0	0	84	674	1083	5	-1	
4	3	6	1	1	0	84	674	1083	5	-1	
5	3	6	1	1	1	84	674	1083	5	95.000000	 
2	3	7	0	0	0	84	736	1083	7	-1	
3	3	7	1	0	0	84	736	1083	7	-1	
4	3	7	1	1	0	84	736	1083	7	-1	
5	3	7	1	1	1	84	736	1083	7	95.000000	 
2	3	8	0	0	0	84	675	1	133	-1	
3	3	8	1	0	0	84	675	1	133	-1	
4	3	8	1	1	0	84	675	1	133	-1	
5	3	8	1	1	1	84	675	1	133	95.000000	 
2	3	9	0	0	0	498	675	2	133	-1	
3	3	9	1	0	0	498	675	2	133	-1	
4	3	9	1	1	0	498	675	2	133	-1	
5	3	9	1	1	1	498	675	2	133	95.000000	 
2	3	10	0	0	0	1259	475	4	333	-1	
3	3	10	1	0	0	1259	475	4	333	-1	
4	3	10	1	1	0	1259	475	4	333	-1	
5	3	10	1	1	1	1259	475	4	333	95.000000	 
2	3	11	0	0	0	1163	675	4	133	-1	
3	3	11	1	0	0	1163	675	4	133	-1	
4	3	11	1	1	0	1163	675	4	133	-1	
5	3	11	1	1	1	1163	675	4	133	95.000000	 
2	3	12	0	0	0	830	675	3	133	-1	
3	3	12	1	0	0	830	675	3	133	-1	
4	3	12	1	1	0	830	675	3	133	-1	
5	3	12	1	1	1	830	675	3	133	95.000000	 
2	3	13	0	0	0	2393	475	3	333	-1	
3	3	13	1	0	0	2393	475	3	333	-1	
4	3	13	1	1	0	2393	475	3	333	-1	
5	3	13	1	1	1	2393	475	3	333	95.000000	 
2	3	14	0	0	0	84	802	2312	9	-1	
3	3	14	1	0	0	84	802	2312	9	-1	
4	3	14	1	1	0	84	802	2312	9	-1	
5	3	14	1	1	1	84	802	2312	9	95.000000	 
2	3	15	0	0	0	62	850	2356	72	-1	
3	3	15	1	0	0	62	850	2356	72	-1	
4	3	15	1	1	0	62	850	2356	72	-1	
5	3	15	1	1	1	62	850	2356	72	95.000000	 
2	3	16	0	0	0	167	2296	3	81	-1	
3	3	16	1	0	0	167	2296	3	81	-1	
4	3	16	1	1	0	167	2296	3	81	-1	
5	3	16	1	1	1	167	2296	3	81	95.000000	 
2	3	17	0	0	0	84	323	2285	2387	-1	
3	3	17	1	0	0	84	323	2285	2387	-1	
4	3	17	1	1	0	86	323	412	29	-1	
5	3	17	1	1	1	86	323	127	29	91.511459	NIF/CIF
5	3	17	1	1	2	315	324	183	28	91.960327	B12648531
4	3	17	1	2	0	84	394	415	29	-1	
5	3	17	1	2	1	84	394	140	29	95.817123	Teléfono
5	3	17	1	2	2	314	395	185	28	96.008606	964201414
4	3	17	1	3	0	86	453	89	28	-1	
5	3	17	1	3	1	86	453	89	28	95.877647	Email
4	3	17	1	4	0	84	494	1881	54	-1	
5	3	17	1	4	1	84	511	74	28	96.689484	Web
5	3	17	1	4	2	312	498	373	50	89.873199	www.aznarinnova.com
5	3	17	1	4	3	1692	494	94	28	96.913994	Datos
5	3	17	1	4	4	1798	494	47	28	96.832466	del
5	3	17	1	4	5	1859	494	106	28	96.605263	cliente
4	3	17	1	5	0	1274	560	361	33	-1	
5	3	17	1	5	1	1274	560	284	33	92.195595	MONEDEROLID,
5	3	17	1	5	2	1573	560	62	29	91.449242	S.L.
4	3	17	1	6	0	1273	619	520	29	-1	
5	3	17	1	6	1	1273	619	36	29	92.195221	C/
