OldName;NewName
PORCENEXENTO_RE_IVA;PORCENTAJE_EXENTO_RE_IVA
PORCENNORMAL_IVA;PORCENTAJE_NORMAL_IVA
PORCENNORMAL_RE_IVA;PORCENTAJE_NORMAL_RE_IVA
PORCENREDUCIDO_IVA;PORCENTAJE_REDUCIDO_IVA
PORCENREDUCIDO_RE_IVA;PORCENTAJE_REDUCIDO_RE_IVA
PORCENSUPERREDUCIDO_IVA;PORCENTAJE_SUPERREDUCIDO_IVA
PORCENSUPERREDUCIDO_RE_IVA;PORCENTAJE_SUPERREDUCIDO_RE_IVA
GRUPO_ZONA_IVA;IVA_IVAGRP
CODIGO_PAIS_ZONA_IVA;CODIGO_PAI_IVA_IVAGRP
NOMBRE_PAIS_ZONA_IVA;NOMBRE_PAI_IVA_IVAGRP
DESCRIPCION_ZONA_IVA;DESCRIPCION_IVA_IVAGRP
ESIRPF_IMP_INCL_ZONA_IVA;ESIRPF_IMP_INCL_IVA_IVAGRP
ESIVAAGRICOLA_ZONA_IVA;ESIVAAGRICOLA_IVA_IVAGRP
ESAPLICA_RE_ZONA_IVA;ESAPLICA_RE_IVA_IVAGRP
ESDEFAULT_ZONA_IVA;ESDEFAULT_IVA_IVAGRP
PALABRA_REPORTS_ZONA_IVA;PALABRA_REPORTS_IVA_IVAGRP
CODIGO_ABREVIATURA_TIPO_IVA;CODIGO_ABREVIATURA_IVA_IVATIP
NOMBRE_TIPO_IVA;NOMBRE_TIPO_IVA_IVATIP
CODIGO_ZONA_IVA;CODIGO_ZONA_IVA_IVAZON
CODIGO_METADATO;CODIGO_META
NOMBRE_METADATO;NOMBRE_META
PARENT_METADATO;PARENT_META
NRO_DOC_MOV;NUMERO_DOC_MOV
CODIGO_EMPRESA_MOV;CODIGO_EMP_MOV
CODIGO_ALMACEN_MOV;CODIGO_ALM_MOV
CODIGO_ARTICULO_MOV;CODIGO_ART_MOV
TIPO_MOVIMIENTO_MOV;TIPO_MOV
CODIGO_ALMACEN_CONTRA_MOV;CODIGO_ALM_CONTRA_MOV
CODIGO_CLIENTE_MOV;CODIGO_CLI_MOV
CODIGO_PROVEEDOR_MOV;CODIGO_PRV_MOV
NRO_DOC_REF_MOV;NUMERO_DOC_REF_MOV
CODIGO_ALMACEN_DOC_MOV;CODIGO_ALM_DOC_MOV
COD_PAIS;CODIGO_PAI
NOMBRE_SPA_PAIS;NOMBRE_SPA_PAI
NOMBRE_ENG_PAIS;NOMBRE_ENG_PAI
ESMIEMBRO_UE_PAIS;ESMIEMBRO_UE_PAI
ORDEN_PAIS;ORDEN_PAI
NRO_PEDIDO;NUMERO_PED
SERIE_PEDIDO;SERIE_PED
FECHA_PEDIDO;FECHA_PED
CODIGO_EMPRESA_PEDIDO;CODIGO_EMP_PED
RAZONSOCIAL_EMPRESA_PEDIDO;RAZON_SOCIAL_EMPRESA_PED
NIF_EMPRESA_PEDIDO;NIF_EMPRESA_PED
MOVIL_EMPRESA_PEDIDO;MOVIL_EMPRESA_PED
EMAIL_EMPRESA_PEDIDO;EMAIL_EMPRESA_PED
POBLACION_EMPRESA_PEDIDO;POBLACION_EMPRESA_PED
PROVINCIA_EMPRESA_PEDIDO;PROVINCIA_EMPRESA_PED
CODIGO_PAIS_EMPRESA_PEDIDO;CODIGO_PAI_EMPRESA_PED
NOMBRE_PAIS_EMPRESA_PEDIDO;NOMBRE_PAI_EMPRESA_PED
CPOSTAL_EMPRESA_PEDIDO;CODIGO_POSTAL_EMPRESA_PED
ESRETENCIONES_EMPRESA_PEDIDO;ESRETENCIONES_EMPRESA_PED
GRUPO_ZONA_IVA_EMPRESA_PEDIDO;GRUPO_ZONA_IVA_EMPRESA_PED
ESREGIMENESPECIALAGRICOLA_EMPRESA_PEDIDO;ESREGIMENESPECIALAGRICOLA_EMPRESA_PED
CODIGO_CLIENTE_PEDIDO;CODIGO_CLI_PED
NIF_CLIENTE_PEDIDO;NIF_CLIENTE_PED
EMAIL_CLIENTE_PEDIDO;EMAIL_CLIENTE_PED
REFERENCIAPS_PEDIDO;REFERENCIAPS_PED
IDPS_PEDIDO;IDPS_PED
FECHAPS_PEDIDO;FECHAPS_PED
FORMAPAGOPS_PEDIDO;FORMAPAGOPS_PED
TRANSPORTISTAPS_PEDIDO;TRANSPORTISTAPS_PED
ESTADOPEDIDOPS_PEDIDO;ESTADOPEDIDOPS_PED
ESTADOMENSAJEPS_PEDIDO;ESTADOMENSAJEPS_PED
IDHILOPS_MENSAJES_PEDIDO;IDHILOPS_MENSAJES_PED
NOMBRE_CLIENTE_ENVIO_PEDIDO;NOMBRE_CLI_ENVIO_PED
MOVIL_CLIENTE_ENVIO_PEDIDO;MOVIL_CLIENTE_ENVIO_PED
POBLACION_CLIENTE_ENVIO_PEDIDO;POBLACION_CLIENTE_ENVIO_PED
PROVINCIA_CLIENTE_ENVIO_PEDIDO;PROVINCIA_CLIENTE_ENVIO_PED
CPOSTAL_CLIENTE_ENVIO_PEDIDO;CODIGO_POSTAL_CLIENTE_ENVIO_PED
CODIGO_PAIS_CLIENTE_ENVIO_PEDIDO;CODIGO_PAI_CLIENTE_ENVIO_PED
NOMBRE_PAIS_CLIENTE_ENVIO_PEDIDO;NOMBRE_PAI_CLIENTE_ENVIO_PED
RAZONSOCIAL_CLIENTE_FISCAL_PEDIDO;RAZON_SOCIAL_CLIENTE_FISCAL_PED
MOVIL_CLIENTE_FISCAL_PEDIDO;MOVIL_CLIENTE_FISCAL_PED
EMAIL_CLIENTE_FISCAL_PEDIDO;EMAIL_CLIENTE_FISCAL_PED
POBLACION_CLIENTE_FISCAL_PEDIDO;POBLACION_CLIENTE_FISCAL_PED
PROVINCIA_CLIENTE_FISCAL_PEDIDO;PROVINCIA_CLIENTE_FISCAL_PED
CPOSTAL_CLIENTE_FISCAL_PEDIDO;CODIGO_POSTAL_CLIENTE_FISCAL_PED
CODIGO_PAIS_CLIENTE_FISCAL_PEDIDO;CODIGO_PAI_CLIENTE_FISCAL_PED
NOMBRE_PAIS_CLIENTE_FISCAL_PEDIDO;NOMBRE_PAI_CLIENTE_FISCAL_PED
ESIVA_RECARGO_CLIENTE_PEDIDO;ESIVA_RECARGO_CLIENTE_PED
ESIVA_EXENTO_CLIENTE_PEDIDO;ESIVA_EXENTO_CLIENTE_PED
ESREGIMENESPECIALAGRICOLA_CLIENTE_PEDIDO;ESREGIMENESPECIALAGRICOLA_CLIENTE_PED
ESRETENCIONES_CLIENTE_PEDIDO;ESRETENCIONES_CLIENTE_PED
TARIFA_ARTICULO_CLIENTE_PEDIDO;TARIFA_ARTICULO_CLIENTE_PED
ESIMP_INCL_TARIFA_CLIENTE_PEDIDO;ESIMP_INCL_TARIFA_CLIENTE_PED
ESINTRACOMUNITARIO_CLIENTE_PEDIDO;ESINTRACOMUNITARIO_CLIENTE_PED
ESIRPF_IMP_INCL_ZONA_IVA_PEDIDO;ESIRPF_IMP_INCL_ZONA_IVA_PED
ESAPLICA_RE_ZONA_IVA_PEDIDO;ESAPLICA_RE_ZONA_IVA_PED
ESIVAAGRICOLA_ZONA_IVA_PEDIDO;ESIVAAGRICOLA_ZONA_IVA_PED
PALABRA_REPORTS_ZONA_IVA_PEDIDO;PALABRA_REPORTS_ZONA_IVA_PED
CODIGO_IVA_PEDIDO;CODIGO_IVA_PED
ESVENTA_ACTIVO_FIJO_PEDIDO;ESVENTA_ACTIVO_FIJO_PED
PORCEN_IVAN_PEDIDO;PORCENTAJE_IVAN_PED
TOTAL_IVAN_PEDIDO;TOTAL_IVAN_PED
PORCEN_REN_PEDIDO;PORCENTAJE_REN_PED
TOTAL_REN_PEDIDO;TOTAL_REN_PED
TOTAL_BASEI_IVAN_PEDIDO;TOTAL_BASEI_IVAN_PED
PORCEN_IVAR_PEDIDO;PORCENTAJE_IVAR_PED
TOTAL_IVAR_PEDIDO;TOTAL_IVAR_PED
PORCEN_RER_PEDIDO;PORCENTAJE_RER_PED
TOTAL_RER_PEDIDO;TOTAL_RER_PED
TOTAL_BASEI_IVAR_PEDIDO;TOTAL_BASEI_IVAR_PED
PORCEN_IVAS_PEDIDO;PORCENTAJE_IVAS_PED
TOTAL_IVAS_PEDIDO;TOTAL_IVAS_PED
PORCEN_RES_PEDIDO;PORCENTAJE_RES_PED
TOTAL_RES_PEDIDO;TOTAL_RES_PED
TOTAL_BASEI_IVAS_PEDIDO;TOTAL_BASEI_IVAS_PED
PORCEN_IVAE_PEDIDO;PORCENTAJE_IVAE_PED
TOTAL_IVAE_PEDIDO;TOTAL_IVAE_PED
PORCEN_REE_PEDIDO;PORCENTAJE_REE_PED
TOTAL_REE_PEDIDO;TOTAL_REE_PED
TOTAL_BASEI_IVAE_PEDIDO;TOTAL_BASEI_IVAE_PED
TOTAL_BASES_PEDIDO;TOTAL_BASES_PED
TOTAL_IMPUESTOS_PEDIDO;TOTAL_IMPUESTOS_PED
FORMA_PAGO_PEDIDO;FORMA_PAGO_PED
PORCEN_RETENCION_PEDIDO;PORCENTAJE_RETENCION_PED
TOTAL_RETENCION_PEDIDO;TOTAL_RETENCION_PED
TOTAL_LIQUIDO_PEDIDO;TOTAL_LIQUIDO_PED
TOTAL_PAGADOREALPS_PEDIDO;TOTAL_PAGADOREALPS_PED
NRO_PEDIDO_ABONO_PEDIDO;NUMERO_PED_ABONO_PED
SERIE_PEDIDO_ABONO_PEDIDO;SERIE_PED_ABONO_PED
TEXTO_LEGAL_PEDIDO_CLIENTE_PEDIDO;TEXTO_LEGAL_CLIENTE_PED
TEXTO_LEGAL_PEDIDO_EMPRESA_PEDIDO;TEXTO_LEGAL_EMPRESA_PED
DOCUMENTO_PEDIDO;DOCUMENTO_PED
COMENTARIOS_PEDIDO;COMENTARIOS_PED
CONTADOR_LINEAS_PEDIDO;CONTADOR_LINEAS_PED
ESCREARARTICULOS_PEDIDO;ESCREARARTICULOS_PED
ESDESCRIPCIONES_AMP_PEDIDO;ESDESCRIPCIONES_AMP_PED
ESFECHADEENTREGA_PEDIDO;ESFECHADEENTREGA_PED
NRO_PEDIDO_LINEA;NUMERO_PED_PEDLIN
SERIE_PEDIDO_LINEA;SERIE_PED_PEDLIN
LINEA_PEDIDO_LINEA;LINEA_PEDLIN
IDLINEAPS_PEDIDO_LINEA;IDLINEAPS_PEDLIN
IDPRODPS_PEDIDO_LINEA;IDPRODPS_PEDLIN
CODIGOPRODPS_PEDIDO_LINEA;CODIGOPRODPS_PEDLIN
IDATRIBPRODPS_PEDIDO_LINEA;IDATRIBPRODPS_PEDLIN
CODIGO_ARTICULO_PEDIDO_LINEA;CODIGO_ART_PEDLIN
CODIGO_FAMILIA_PEDIDO_LINEA;CODIGO_FAM_PEDLIN
NOMBRE_FAMILIA_PEDIDO_LINEA;NOMBRE_FAM_PEDLIN
FECHA_ENTREGA_PEDIDO_LINEA;FECHA_ENTREGA_PEDLIN
TIPO_CANTIDAD_ARTICULO_PEDIDO_LINEA;TIPO_CANTIDAD_ARTICULO_PEDLIN
ESIMP_INCL_TARIFA_PEDIDO_LINEA;ESIMP_INCL_TARIFA_PEDLIN
TIPOIVA_ARTICULO_PEDIDO_LINEA;TIPO_IVA_ARTICULO_PEDLIN
DESCRIPCION_ARTICULO_PEDIDO_LINEA;DESCRIPCION_ARTICULO_PEDLIN
CODIGO_TARIFA_PEDIDO_LINEA;CODIGO_TAR_PEDLIN
CANTIDAD_PEDIDO_LINEA;CANTIDAD_PEDLIN
PRECIOVENTA_SIVA_ARTICULO_PEDIDO_LINEA;PRECIO_VENTA_SIVA_ARTICULO_PEDLIN
PORCEN_IVA_PEDIDO_LINEA;PORCENTAJE_IVA_PEDLIN
PRECIOVENTA_CIVA_ARTICULO_PEDIDO_LINEA;PRECIO_VENTA_CIVA_ARTICULO_PEDLIN
TOTAL_PEDIDO_LINEA;TOTAL_PEDLIN
IDPS_MENSAJES_PEDIDO;IDPS_MENSAJES_PEDMSG
IDMENSAJEPS_MENSAJE_PEDIDO;IDMENSAJEPS_PEDMSG
IDEMPLEADOPS_MENSAJE_PEDIDO;IDEMPLEADOPS_PEDMSG
MENSAJEPS_MENSAJE_PEDIDO;MENSAJEPS_PEDMSG
FECHAPS_MENSAJE_PEDIDO;FECHAPS_PEDMSG
NOMBRE_PROPIEDAD;NOMBRE_PROP
TIPO_VALOR;TIPO_VALOR_PROP
ACTIVO_PROPIEDAD;ESACTIVO_PROP
ID_PROPIEDAD_PV;ID_PROP_PV
VALOR_PV;PV
CODIGO_PROVEEDOR;CODIGO_PRV
ACTIVO_PROVEEDOR;ESACTIVO_PRV
ORDEN_PROVEEDOR;ORDEN_PRV
RAZONSOCIAL_PROVEEDOR;RAZON_SOCIAL_PRV
NIF_PROVEEDOR;NIF_PRV
MOVIL_PROVEEDOR;MOVIL_PRV
EMAIL_PROVEEDOR;EMAIL_PRV
POBLACION_PROVEEDOR;POBLACION_PRV
PROVINCIA_PROVEEDOR;PROVINCIA_PRV
CPOSTAL_PROVEEDOR;CODIGO_POSTAL_PRV
PAIS_PROVEEDOR;PAIS_PRV
OBSERVACIONES_PROVEEDOR;OBSERVACIONES_PRV
REFERENCIA_PROVEEDOR;REFERENCIA_PRV
CONTACTO_PROVEEDOR;CONTACTO_PRV
TELEFONO_CONTACTO_PROVEEDOR;TELEFONO_CONTACTO_PRV
TELEFONO_PROVEEDOR;TELEFONO_PRV
IBAN_PROVEEDOR;IBAN_PRV
CODIGO_PROVEEDOR_PF;CODIGO_PRV_PF
CODIGO_FAMILIA_PF;CODIGO_FAM_PF
TIPO_VARIACION_PF;TIPO_VAR_PF
CODIGO_PROVEEDOR_PFC;CODIGO_PRV_PFC
CODIGO_FAMILIA_PFC;CODIGO_FAM_PFC
ID_CONJUNTO_PFC;ID_AC_PFC
NRO_FACTURA_RECIBO;NUMERO_FAC_REC
SERIE_FACTURA_RECIBO;SERIE_FAC_REC
NRO_PLAZO_RECIBO;NUMERO_PLAZO_REC
FORMA_PAGO_ORIGEN_RECIBO;FORMA_PAGO_ORIGEN_RECIBO_REC
FORMA_PAGO_DESCRIPCION_ORIGEN_RECIBO;FORMA_PAGO_DESCRIPCION_ORIGEN_RECIBO_REC
EUROS_RECIBO;EUROS_RECIBO_REC
STADO_RECIBO;ESTADO_RECIBO_REC
FECHA_EXPEDICION_RECIBO;FECHA_EXPEDICION_RECIBO_REC
FECHA_VENCIMIENTO_RECIBO;FECHA_VENCIMIENTO_RECIBO_REC
IBAN_CLIENTE_RECIBO;IBAN_CLI_REC
FECHA_PAGO_RECIBO;FECHA_PAGO_RECIBO_REC
LOCALIDAD_EXPEDICION_RECIBO;LOCALIDAD_EXPEDICION_RECIBO_REC
CODIGO_CLIENTE_RECIBO;CODIGO_CLI_REC
RAZONSOCIAL_CLIENTE_RECIBO;RAZON_SOCIAL_CLI_REC
POBLACION_CLIENTE_RECIBO;POBLACION_CLI_REC
PROVINCIA_CLIENTE_RECIBO;PROVINCIA_CLI_REC
CPOSTAL_CLIENTE_RECIBO;CODIGO_POSTAL_CLI_REC
CODIGO_PAIS_CLIENTE_RECIBO;CODIGO_PAI_CLI_REC
NOMBRE_PAIS_CLIENTE_RECIBO;NOMBRE_PAI_CLI_REC
IMPORTE_LETRA_RECIBO;IMPORTE_LETRA_RECIBO_REC
ORDEN_TARIFA;ORDEN_TAR
NOMBRE_TARIFA;NOMBRE_TAR
ESIMP_INCL_TARIFA;ESIMP_INCL_TAR
ESDEFAULT_TARIFA;ESDEFAULT_TAR
CODIGO_TIPODOCUMENTO;CODIGO_TIPO_DOCUMENTO_TD
DESCRIPCION_TIPODOCUMENTO;DESCRIPCION_TIPO_DOCUMENTO_TD
TABLAORIGEN_TIPODOCUMENTO;TABLA_ORIGEN_TIPO_DOCUMENTO_TD
USUARIO_USUARIO;USUARIO_USU
PASSWORD_USUARIO;PASSWORD_USU
GRUPO_USUARIO;GRUPO_USU
ACTIVO_USUARIO;ESACTIVO_USU
EMPRESADEF_USUARIO;EMPRESA_DEFECTO_USU
DIMINUTIVO_TICKET_USUARIO;DIMINUTIVO_TICKET_USU
CODIGO_EMPLEADO_USUARIO;CODIGO_EMPLEADO_USU
ULTIMOLOGIN_USUARIO;ULTIMO_LOGIN_USU
ALMACENDEF_USUARIO;ALMACEN_DEFECTO_USU
CAJADEF_USUARIO;CAJA_DEFECTO_USU
GRUPO_GRUPO;GRUPO_USUGRP
ESGRUPOADMINISTRADOR_GRUPO;ESGRUPOADMINISTRADOR_USUGRP
USUARIO_GRUPO_PERFILES;USUARIO_GRUPO_USUPER
KEY_PERFILES;KEY_USUPER
SUBKEY_PERFILES;SUBKEY_USUPER
VALUE_PERFILES;VALUE_USUPER
VALUE_TEXT_PERFILES;VALUE_TEXT_USUPER
TYPE_BLOB_PERFILES;TYPE_BLOB_USUPER
VALUE_BLOB_PERFILES;VALUE_BLOB_USUPER
TABLA_OBJETIVO_DEF;TABLA_OBJETIVO_DEF_VD
CAMPO_OBJETIVO_DEF;CAMPO_OBJETIVO_DEF_VD
VALOR_DEFECTO_DEF;VALOR_DEF_VD
TIPO_DATO_DEF;TIPO_DATO_DEF_VD
DESCRIPCION_DEF;DESCRIPCION_DEF_VD
VALORES_POSIBLES_DEF;VALORES_POSIBLES_DEF_VD
ID_VA;ID_VAR_VA
ID_ATRIBUTO_VA;ID_ATB_VA
NRO_FACTURA_LOG;NUMERO_FAC_LOG
SERIE_FACTURA_LOG;SERIE_FAC_LOG
