level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	2	0	0	0	0	0	0	2481	3508	-1	
2	2	1	0	0	0	117	116	2247	4	-1	
3	2	1	1	0	0	117	116	2247	4	-1	
4	2	1	1	1	0	117	116	2247	4	-1	
5	2	1	1	1	1	117	116	2247	4	95.000000	 
2	2	2	0	0	0	117	293	2247	5	-1	
3	2	2	1	0	0	117	293	2247	5	-1	
4	2	2	1	1	0	117	293	2247	5	-1	
5	2	2	1	1	1	117	293	2247	5	95.000000	 
2	2	3	0	0	0	117	529	2247	5	-1	
3	2	3	1	0	0	117	529	2247	5	-1	
4	2	3	1	1	0	117	529	2247	5	-1	
5	2	3	1	1	1	117	529	2247	5	95.000000	 
2	2	4	0	0	0	117	765	2247	5	-1	
3	2	4	1	0	0	117	765	2247	5	-1	
4	2	4	1	1	0	117	765	2247	5	-1	
5	2	4	1	1	1	117	765	2247	5	95.000000	 
2	2	5	0	0	0	117	1002	2247	4	-1	
3	2	5	1	0	0	117	1002	2247	4	-1	
4	2	5	1	1	0	117	1002	2247	4	-1	
5	2	5	1	1	1	117	1002	2247	4	95.000000	 
2	2	6	0	0	0	117	1237	2247	5	-1	
3	2	6	1	0	0	117	1237	2247	5	-1	
4	2	6	1	1	0	117	1237	2247	5	-1	
5	2	6	1	1	1	117	1237	2247	5	95.000000	 
2	2	7	0	0	0	146	793	121	658	-1	
3	2	7	1	0	0	146	793	121	658	-1	
4	2	7	1	1	0	146	793	121	658	-1	
5	2	7	1	1	1	146	793	121	658	95.000000	 
2	2	8	0	0	0	117	1474	2247	5	-1	
3	2	8	1	0	0	117	1474	2247	5	-1	
4	2	8	1	1	0	117	1474	2247	5	-1	
5	2	8	1	1	1	117	1474	2247	5	95.000000	 
2	2	9	0	0	0	117	1710	2247	5	-1	
3	2	9	1	0	0	117	1710	2247	5	-1	
4	2	9	1	1	0	117	1710	2247	5	-1	
5	2	9	1	1	1	117	1710	2247	5	95.000000	 
2	2	10	0	0	0	117	1946	2247	5	-1	
3	2	10	1	0	0	117	1946	2247	5	-1	
4	2	10	1	1	0	117	1946	2247	5	-1	
5	2	10	1	1	1	117	1946	2247	5	95.000000	 
2	2	11	0	0	0	116	117	4	2069	-1	
3	2	11	1	0	0	116	117	4	2069	-1	
4	2	11	1	1	0	116	117	4	2069	-1	
5	2	11	1	1	1	116	117	4	2069	95.000000	 
2	2	12	0	0	0	143	190	2206	1894	-1	
