level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	2	0	0	0	0	0	0	2481	3508	-1	
2	2	1	0	0	0	320	190	188	29	-1	
3	2	1	1	0	0	320	190	188	29	-1	
4	2	1	1	1	0	320	190	188	29	-1	
5	2	1	1	1	1	320	190	188	29	92.024178	Referencia
2	2	2	0	0	0	895	191	161	28	-1	
3	2	2	1	0	0	895	191	161	28	-1	
4	2	2	1	1	0	895	191	161	28	-1	
5	2	2	1	1	1	895	191	161	28	92.027138	Producto
2	2	3	0	0	0	1616	191	19	27	-1	
3	2	3	1	0	0	1616	191	19	27	-1	
4	2	3	1	1	0	1616	191	19	27	-1	
5	2	3	1	1	1	1616	191	19	27	89.841583	L
2	2	4	0	0	0	1683	191	140	27	-1	
3	2	4	1	0	0	1683	191	140	27	-1	
4	2	4	1	1	0	1683	191	140	27	-1	
5	2	4	1	1	1	1683	191	47	27	92.486465	XL
5	2	4	1	1	2	1756	191	67	27	0.000000	|2XL
2	2	5	0	0	0	1928	190	237	29	-1	
3	2	5	1	0	0	1928	190	237	29	-1	
4	2	5	1	1	0	1928	190	237	29	-1	
5	2	5	1	1	1	1928	190	89	29	92.899307	Cant.
5	2	5	1	1	2	2032	186	15	42	93.302444	|
5	2	5	1	1	3	2054	191	111	28	91.877769	Precio
2	2	6	0	0	0	2230	191	86	28	-1	
3	2	6	1	0	0	2230	191	86	28	-1	
4	2	6	1	1	0	2230	191	86	28	-1	
5	2	6	1	1	1	2230	191	86	28	92.333420	Total
2	2	7	0	0	0	143	191	127	35	-1	
3	2	7	1	0	0	143	191	127	35	-1	
4	2	7	1	1	0	143	191	127	35	-1	
5	2	7	1	1	1	143	191	127	35	89.731003	Imagen
2	2	8	0	0	0	316	305	190	25	-1	
3	2	8	1	0	0	316	305	190	25	-1	
4	2	8	1	1	0	316	305	190	25	-1	
5	2	8	1	1	1	316	305	128	25	91.957375	0127235
5	2	8	1	1	2	455	319	9	3	88.127495	-
5	2	8	1	1	3	476	305	30	25	88.127495	51
2	2	9	0	0	0	545	398	434	32	-1	
3	2	9	1	0	0	545	398	434	32	-1	
4	2	9	1	1	0	545	398	434	32	-1	
5	2	9	1	1	1	545	398	141	32	92.752670	Chaqueta
5	2	9	1	1	2	699	398	167	26	92.300446	Combinada
5	2	9	1	1	3	879	399	100	24	93.144104	Bicolor
2	2	10	0	0	0	2091	399	81	25	-1	
3	2	10	1	0	0	2091	399	81	25	-1	
4	2	10	1	1	0	2091	399	81	25	-1	
5	2	10	1	1	1	2091	399	81	25	92.330727	27.90
2	2	11	0	0	0	2253	399	96	25	-1	
3	2	11	1	0	0	2253	399	96	25	-1	
4	2	11	1	1	0	2253	399	96	25	-1	
5	2	11	1	1	1	2253	399	96	25	92.378090	139.50
2	2	12	0	0	0	337	492	17	8	-1	
3	2	12	1	0	0	337	492	17	8	-1	
4	2	12	1	1	0	337	492	17	8	-1	
5	2	12	1	1	1	337	492	17	8	78.840790	51
2	2	13	0	0	0	316	541	194	25	-1	
3	2	13	1	0	0	316	541	194	25	-1	
4	2	13	1	1	0	316	541	194	25	-1	
5	2	13	1	1	1	316	541	128	25	91.816322	0127235
5	2	13	1	1	2	455	555	9	3	89.554420	-
5	2	13	1	1	3	476	541	34	25	89.554420	08
2	2	14	0	0	0	545	635	434	32	-1	
3	2	14	1	0	0	545	635	434	32	-1	
4	2	14	1	1	0	545	635	434	32	-1	
5	2	14	1	1	1	545	635	141	32	92.752670	Chaqueta
5	2	14	1	1	2	699	635	167	26	92.300446	Combinada
5	2	14	1	1	3	879	636	100	24	93.144104	Bicolor
2	2	15	0	0	0	2091	636	81	25	-1	
3	2	15	1	0	0	2091	636	81	25	-1	
4	2	15	1	1	0	2091	636	81	25	-1	
5	2	15	1	1	1	2091	636	81	25	92.330727	27.90
2	2	16	0	0	0	2253	636	96	25	-1	
3	2	16	1	0	0	2253	636	96	25	-1	
4	2	16	1	1	0	2253	636	96	25	-1	
5	2	16	1	1	1	2253	636	96	25	92.378090	139.50
2	2	17	0	0	0	327	650	173	74	-1	
3	2	17	1	0	0	327	650	173	74	-1	
4	2	17	1	1	0	327	650	173	74	-1	
5	2	17	1	1	1	327	650	173	74	61.002602	_
2	2	18	0	0	0	329	726	25	8	-1	
3	2	18	1	0	0	329	726	25	8	-1	
4	2	18	1	1	0	329	726	25	8	-1	
5	2	18	1	1	1	329	726	25	8	29.898628	kS
2	2	19	0	0	0	316	777	194	25	-1	
3	2	19	1	0	0	316	777	194	25	-1	
4	2	19	1	1	0	316	777	194	25	-1	
5	2	19	1	1	1	316	777	127	25	89.065582	0127816
5	2	19	1	1	2	455	791	9	3	89.065582	-
5	2	19	1	1	3	478	777	32	25	91.182732	16
2	2	20	0	0	0	546	872	313	31	-1	
3	2	20	1	0	0	546	872	313	31	-1	
4	2	20	1	1	0	546	872	313	31	-1	
5	2	20	1	1	1	546	872	79	24	93.242172	Falda
5	2	20	1	1	2	638	872	101	24	92.436211	Detalle
5	2	20	1	1	3	751	872	108	31	93.015656	Pliegue
2	2	21	0	0	0	2091	872	81	25	-1	
3	2	21	1	0	0	2091	872	81	25	-1	
4	2	21	1	1	0	2091	872	81	25	-1	
5	2	21	1	1	1	2091	872	81	25	92.644432	21.90
2	2	22	0	0	0	2269	872	80	25	-1	
3	2	22	1	0	0	2269	872	80	25	-1	
4	2	22	1	1	0	2269	872	80	25	-1	
5	2	22	1	1	1	2269	872	80	25	93.858978	87.60
2	2	23	0	0	0	327	886	173	74	-1	
3	2	23	1	0	0	327	886	173	74	-1	
4	2	23	1	1	0	327	886	173	74	-1	
5	2	23	1	1	1	323	882	63	107	14.720596	L
2	2	24	0	0	0	331	962	23	8	-1	
3	2	24	1	0	0	331	962	23	8	-1	
4	2	24	1	1	0	331	962	23	8	-1	
5	2	24	1	1	1	331	962	23	8	72.010201	16
2	2	25	0	0	0	316	1014	194	25	-1	
3	2	25	1	0	0	316	1014	194	25	-1	
4	2	25	1	1	0	316	1014	194	25	-1	
5	2	25	1	1	1	316	1014	127	25	96.633743	0127806
5	2	25	1	1	2	455	1028	9	3	95.122650	-
5	2	25	1	1	3	476	1014	34	25	95.122650	00
2	2	26	0	0	0	546	1107	441	32	-1	
3	2	26	1	0	0	546	1107	441	32	-1	
4	2	26	1	1	0	546	1107	441	32	-1	
5	2	26	1	1	1	546	1108	127	24	91.690430	Pantalón
5	2	26	1	1	2	686	1107	122	26	92.574417	Cinturón
5	2	26	1	1	3	822	1108	165	31	92.868408	Estampado
2	2	27	0	0	0	2091	1108	81	25	-1	
3	2	27	1	0	0	2091	1108	81	25	-1	
4	2	27	1	1	0	2091	1108	81	25	-1	
5	2	27	1	1	1	2091	1108	81	25	90.245209	25.90
2	2	28	0	0	0	2253	1108	96	25	-1	
3	2	28	1	0	0	2253	1108	96	25	-1	
4	2	28	1	1	0	2253	1108	96	25	-1	
5	2	28	1	1	1	2253	1108	96	25	91.805061	103.60
2	2	29	0	0	0	380	1144	67	46	-1	
3	2	29	1	0	0	380	1144	67	46	-1	
4	2	29	1	1	0	380	1144	67	46	-1	
5	2	29	1	1	1	380	1144	67	46	93.881210	U
2	2	30	0	0	0	316	1250	194	25	-1	
3	2	30	1	0	0	316	1250	194	25	-1	
4	2	30	1	1	0	316	1250	194	25	-1	
5	2	30	1	1	1	316	1250	148	25	93.139221	0127815
5	2	30	1	1	2	452	1246	14	41	50.958908	-
5	2	30	1	1	3	478	1250	32	25	96.908356	16
2	2	31	0	0	0	2094	1344	78	25	-1	
3	2	31	1	0	0	2094	1344	78	25	-1	
4	2	31	1	1	0	2094	1344	78	25	-1	
5	2	31	1	1	1	2094	1344	78	25	96.130753	17.90
2	2	32	0	0	0	2253	1344	96	25	-1	
3	2	32	1	0	0	2253	1344	96	25	-1	
4	2	32	1	1	0	2253	1344	96	25	-1	
5	2	32	1	1	1	2253	1344	96	25	96.700600	107.40
2	2	33	0	0	0	544	1344	306	31	-1	
3	2	33	1	0	0	544	1344	306	31	-1	
