0;UNI;1;A
01010002;42;2;A
01010002;44;3;A
01010002;46;4;A
01010002;48;5;A
01010002;50;6;A
01010002;52;7;A
01010002;54;8;A
01010002;56;9;A
01010002;58;10;A
01010002;60;11;A
01010003;42;2;A
01010003;44;3;A
01010003;46;4;A
01010003;48;5;A
01010003;50;6;A
01010003;52;7;A
01010003;54;8;A
01010003;56;9;A
01010003;58;10;A
01010003;60;11;A
01010004;44;3;A
01010004;46;4;A
01010004;48;5;A
01010004;50;6;A
01010004;52;7;A
01010004;54;8;A
01010004;56;9;A
01010005;44;3;A
01010005;46;4;A
