2;SECCIONES;SECCION;255;2001-08-01 20:13:46.000;2002-05-07 14:07:06.000;1;1;NULL
4;FAMILIAS;FAMILIA;16744448;2001-08-01 20:13:58.000;2002-05-07 14:07:06.000;1;1;NULL
