0308;2642
0115;2594
0118;2077
0102;1997
0103;1930
0101;1922
0114;1774
0120;1721
0113;1657
0201;1611
0104;1365
0501;1220
0303;1191
0109;1175
0324;1108
0106;1019
0417;1002
0313;999
0502;933
0413;910
